,Education,NumSkills,WorkExperience,Seniority,Specialty,Workerness
3289,None/Other,0,"['Junior', 'Junior', 'Senior', 'Senior', 'Junior', 'Senior']","[0.20009979917606713, 0.20009979917606713, 0.19905204751668265, 0.20174454042029522, 0.18362797827405586, 0.207419831666107]","[0.18877344584871159, 0.18877344584871159, 0.17108363838729856, 0.16654383323090463, 0.17574367045007208, 0.16978230612772421]","[0.1824636972049028, 0.1824636972049028, 0.16898038777897717, 0.16012631492378196, 0.16606609603725134, 0.15857436122569432]"
3290,Bachelors,5,"['Senior', 'Specialist']","[0.19798202046718702, 0.22015769457259657]","[0.18769127615429554, 0.23442958684051646]","[0.17191493792156304, 0.19055125551360158]"
3291,None/Other,2,"['Senior', 'Senior']","[0.24569091019661093, 0.24569091019661093]","[0.23395312543037464, 0.23395312543037464]","[0.19179470695651687, 0.19179470695651687]"
3292,Masters,0,"['Senior', 'Senior', 'Senior', 'Worker', 'Specialist', 'Specialist', 'Specialist', 'Specialist', 'Senior', 'Specialist', 'Senior', 'Specialist', 'Senior', 'Senior', 'Specialist']","[0.2158733669930845, 0.18252528090222594, 0.21741617122828555, 0.20032463873118445, 0.22288620186875566, 0.20657677539245067, 0.208900772730793, 0.22181676807909434, 0.22624387785418182, 0.22181676807909434, 0.23977097886732993, 0.2167218346748967, 0.20660206039623785, 0.23413586719289395, 0.20032363101974415]","[0.20280255898444924, 0.16599022131600114, 0.2107059304965578, 0.19083003070015392, 0.24799436040498427, 0.22541915628282136, 0.253430038352479, 0.23643261936325216, 0.20325512806151455, 0.23643261936325216, 0.22424558786770052, 0.264526922617207, 0.20163057409143773, 0.21754252098504442, 0.20292719214815844]","[0.21212390852171392, 0.17414822298732519, 0.21204710225570017, 0.20156401363616627, 0.19439067924503348, 0.1938948780233818, 0.19403384541625826, 0.1944646363500022, 0.18423548309271687, 0.1944646363500022, 0.18467651154194048, 0.19012285710073204, 0.19041131406875333, 0.19221333304540567, 0.18083384415504536]"
3293,None/Other,0,"['Specialist', 'Senior', 'Senior', 'Senior', 'Specialist', 'Senior', 'Junior', 'Specialist']","[0.222571849452594, 0.22069839018931214, 0.22947201183071947, 0.22947201183071947, 0.22620004954122136, 0.22080404746242852, 0.22148634285461163, 0.2355253027651233]","[0.24823959695478906, 0.21293713082297472, 0.22326779554097365, 0.22326779554097365, 0.23883819524791405, 0.20920663481770274, 0.23321185104892225, 0.25692437352700936]","[0.20593877695068494, 0.21930696430884244, 0.2126453363441711, 0.2126453363441711, 0.2092441424506874, 0.2080730498756613, 0.19866824089375149, 0.20316133892916266]"
3294,Bachelors,3,"['Senior', 'Senior', 'Senior', 'Senior', 'Senior', 'Senior', 'Specialist', 'Senior', 'Senior']","[0.22958927919526362, 0.2158335750847669, 0.23062600914184275, 0.2139661425816182, 0.23705440962854246, 0.2071327957324013, 0.2313291280043563, 0.2308670175727265, 0.22008059682245712]","[0.21301333517713586, 0.20675578044047271, 0.2140311169182586, 0.20132741088032935, 0.20982874574699598, 0.19483500942554038, 0.23213147113624472, 0.2263347519093824, 0.1923407705903139]","[0.17995896127120362, 0.18421836579752715, 0.18472125386027471, 0.1963195250056607, 0.18170528358910543, 0.18292753694249392, 0.21693257021004236, 0.20089536191891225, 0.1762532260168755]"
3295,Masters,0,"['Specialist', 'Senior', 'Junior', 'Specialist', 'Specialist']","[0.21797982841718416, 0.19404401791154272, 0.2012360025758893, 0.21686291406324504, 0.22144120766971115]","[0.2499052655933665, 0.19035432486410692, 0.20197549003427864, 0.25317185466288195, 0.24105759089793322]","[0.20498632596756025, 0.18941047233234323, 0.18253252469837392, 0.21443916108241678, 0.2109669718016511]"
3296,Doctorate,0,"['Specialist', 'Senior', 'Junior', 'Senior', 'Senior']","[0.22661847585788034, 0.22834246079758438, 0.20393340477762115, 0.2127538424791851, 0.22225009180606692]","[0.25762013802526273, 0.2146283321342152, 0.2248044865578212, 0.18800688073047292, 0.21682097830423824]","[0.20231518081993358, 0.20366664669916992, 0.1915032420528592, 0.19054723399682286, 0.19688215183752925]"
3297,Masters,5,"['Specialist', 'Specialist', 'Specialist', 'Specialist', 'Specialist', 'Senior', 'Senior']","[0.22746392795289846, 0.22935917281931542, 0.21555728296437965, 0.1639341962481215, 0.2063372146596221, 0.22261653854869376, 0.22270011201109927]","[0.2408556711752161, 0.25396652666860087, 0.27033677099379805, 0.1641361740330771, 0.2702982294908067, 0.21133653137059444, 0.21099103081259932]","[0.1942946942088665, 0.20133733939484713, 0.19479431755844615, 0.16078936210740735, 0.1907695520873525, 0.17901368712716306, 0.19583241799030182]"
3298,None/Other,2,"['Worker', 'Worker', 'Specialist', 'Junior', 'Worker', 'Specialist', 'Senior', 'Senior', 'Senior']","[0.19965043352972797, 0.19324579091663366, 0.2032102648051954, 0.20159857652950805, 0.19845945887892444, 0.22710652733674272, 0.0, 0.23125626780657335, 0.2242761679155201]","[0.21029933840567813, 0.21290311163814596, 0.23225538708278598, 0.20274674055915876, 0.220691584944119, 0.2558706659624799, 0.0, 0.1847114586967686, 0.2013173372177627]","[0.21250346078429752, 0.2310693199817321, 0.20902324478157064, 0.20925240411026308, 0.22956308692342092, 0.2106553645626588, 0.0, 0.17354366825713996, 0.18203446363787962]"
3299,Masters,4,"['Specialist', 'Specialist', 'Specialist', 'Specialist', 'Specialist', 'Senior', 'Senior']","[0.22566140158531325, 0.22566140158531325, 0.22566140158531325, 0.22566140158531325, 0.20800510979638082, 0.22436329628855017, 0.2024766748293684]","[0.22644555016898033, 0.22644555016898033, 0.22644555016898033, 0.22644555016898033, 0.25997740069099906, 0.2176341070618924, 0.18529387735563665]","[0.18393709176373912, 0.18393709176373912, 0.18393709176373912, 0.18393709176373912, 0.18710780753936904, 0.17912905698858397, 0.18818195461575307]"
3300,Masters,1,['Junior'],[0.21475146456997754],[0.20642462776521975],[0.17452090103127432]
3301,Bachelors,0,"['Specialist', 'Specialist', 'Specialist', 'Specialist', 'Specialist']","[0.2219103709354334, 0.22513963459214453, 0.2170552636814319, 0.21266619231578562, 0.22069872736071017]","[0.23178549808493112, 0.28340014344253056, 0.24576693268850847, 0.25579871959425615, 0.24670080021337876]","[0.1975027842950572, 0.18887885597192328, 0.20411112871362516, 0.20685384413679764, 0.1940261839618661]"
3302,Bachelors,8,"['Specialist', 'Specialist', 'Specialist']","[0.22566140158531325, 0.22201665403470042, 0.22201665403470042]","[0.22644555016898033, 0.24002673818553313, 0.24002673818553313]","[0.18393709176373912, 0.2128176286930222, 0.2128176286930222]"
3303,None/Other,1,"['Specialist', 'Senior', 'Senior', 'Senior', 'Junior', 'Junior', 'Senior', 'Worker', 'Junior']","[0.21823347203467755, 0.20301432389808818, 0.2274525557433351, 0.22827518899403904, 0.20622364651677166, 0.20622364651677166, 0.23024846693555606, 0.18097025654714105, 0.23116199520157563]","[0.22099154141517394, 0.18679219785074794, 0.21116797682716865, 0.19767126582509806, 0.21676222901877584, 0.21676222901877584, 0.22161830976106445, 0.17751492705460814, 0.21768005467507034]","[0.1898880978970938, 0.1905815682610264, 0.18849175513955926, 0.17802832383474151, 0.18779502355582284, 0.18779502355582284, 0.20647931815484138, 0.18316784583994672, 0.18207525809062766]"
3304,Certificate,5,"['Specialist', 'Specialist', 'Specialist']","[0.20434361292902595, 0.22566140158531325, 0.22566140158531325]","[0.2151804822580397, 0.22644555016898033, 0.22644555016898033]","[0.18453373354120556, 0.18393709176373912, 0.18393709176373912]"
3305,Doctorate,4,"['Senior', 'Specialist', 'Specialist', 'Worker', 'Senior', 'Worker', 'Senior', 'Senior', 'Worker', 'Specialist', 'Worker', 'Specialist', 'Specialist', 'Junior']","[0.18050027776079092, 0.20807573937306864, 0.22730512393979665, 0.17592152827254162, 0.21575485553177734, 0.17592152827254162, 0.1561037643083279, 0.2402974203406199, 0.18551241703084187, 0.20987821299753578, 0.20189717696371426, 0.24789151655777003, 0.20682536643622493, 0.2401614828062491]","[0.1617389353260003, 0.20984498738397403, 0.23452410939440577, 0.1772958309919691, 0.20336322236559726, 0.1772958309919691, 0.15526959400106632, 0.22324272835471085, 0.18998649605711582, 0.21035134195569014, 0.19455642490974437, 0.24992367703664323, 0.22826944925978385, 0.24403937106673737]","[0.17076731073785412, 0.1872387664600637, 0.19525743371716842, 0.18670471943844585, 0.18194171082128224, 0.18670471943844585, 0.1490935484503448, 0.17964737182187696, 0.19843335256129843, 0.20933673374540948, 0.20197988356186614, 0.18833438082323092, 0.19840531819787077, 0.18562168558216421]"
3306,None/Other,9,"['Senior', 'Senior']","[0.23652718657546984, 0.23308385264940124]","[0.2218989565957219, 0.2100773711915369]","[0.1906028723050171, 0.18603043283216533]"
3307,Masters,0,"['Worker', 'Specialist', 'Specialist', 'Senior', 'Senior', 'Senior', 'Specialist', 'Senior']","[0.20567306790940101, 0.22374385919024084, 0.21970789418715525, 0.2230006573316938, 0.2137427078737884, 0.20843720304086713, 0.19327413932962936, 0.20183149694621824]","[0.19290575187505773, 0.23705829017238259, 0.2416578060192492, 0.20777285636524565, 0.20199338663341396, 0.20635244908443315, 0.22039360607101932, 0.1892761993150797]","[0.2114185382332025, 0.20046065784874986, 0.21319100948083378, 0.16901221333057284, 0.18367173678295456, 0.18401391412122356, 0.1980208110165874, 0.17113669855867328]"
3308,Masters,2,"['Senior', 'Specialist', 'Senior', 'Specialist']","[0.21729288199664865, 0.22619876995442312, 0.2180354567293335, 0.21514009538502463]","[0.19484131097348098, 0.25127269451910583, 0.21221578922119394, 0.21741516479218667]","[0.19609817620801898, 0.2280351180167412, 0.19721598317571531, 0.1857303116321088]"
3309,Masters,2,"['Senior', 'Specialist', 'Senior', 'Specialist']","[0.21729288199664865, 0.22619876995442312, 0.2180354567293335, 0.21514009538502463]","[0.19484131097348098, 0.25127269451910583, 0.21221578922119394, 0.21741516479218667]","[0.19609817620801898, 0.2280351180167412, 0.19721598317571531, 0.1857303116321088]"
3310,Certificate,3,"['Specialist', 'Specialist', 'Specialist', 'Senior', 'Specialist', 'Senior', 'Specialist']","[0.21258020071695874, 0.21258020071695874, 0.21258020071695874, 0.22590197955512784, 0.21844097536278598, 0.21315741975309985, 0.22449037528227578]","[0.26365158466684935, 0.26365158466684935, 0.26365158466684935, 0.22148650303909967, 0.24609058093115063, 0.20422310293069376, 0.22922826568268403]","[0.199732022534311, 0.199732022534311, 0.199732022534311, 0.18163257241310796, 0.21647600790840754, 0.1842895474086676, 0.19002721980722137]"
3311,Associates,1,"['Junior', 'Specialist', 'Specialist', 'Worker', 'Junior', 'Specialist']","[0.18330898512774307, 0.2004563594930163, 0.2004563594930163, 0.2022581516625483, 0.19830611815259364, 0.2004563594930163]","[0.17739163287198337, 0.2313007389403884, 0.2313007389403884, 0.19828864784645728, 0.20979797371416628, 0.2313007389403884]","[0.1579006038798506, 0.2163666449867723, 0.2163666449867723, 0.20378877709072943, 0.19711874427438394, 0.2163666449867723]"
3312,Masters,16,"['Senior', 'Senior']","[0.24429616387929567, 0.22590197955512784]","[0.2273163879305309, 0.22148650303909967]","[0.19797374057430403, 0.18163257241310796]"
3313,Certificate,8,"['Senior', 'Senior', 'Senior', 'Senior', 'Senior']","[0.22906333594555836, 0.1903679556347207, 0.21084371948484423, 0.22919661782730372, 0.21136190552393996]","[0.22809111277923377, 0.184835912440721, 0.19600255039993772, 0.22498959551366532, 0.2008469854698239]","[0.18773038934670047, 0.1713278472812527, 0.20800751433517048, 0.18977602066232863, 0.172886398686515]"
3314,Masters,5,"['Specialist', 'Specialist', 'Senior', 'Worker', 'Specialist', 'Senior', 'Junior', 'Junior', 'Junior']","[0.2050032090834036, 0.2081036797800595, 0.23378450789032734, 0.1904500665289857, 0.1805484187081509, 0.2207378753213784, 0.21234880653668584, 0.22231804985225248, 0.23747449592684283]","[0.22411382643746697, 0.26251224579973265, 0.22100410013895624, 0.18134854086242325, 0.18416179198087737, 0.21392281056075865, 0.2220439813374724, 0.2187108927122786, 0.20422205339446026]","[0.1918567651451726, 0.1928933933976785, 0.20369051481109163, 0.19130118743744967, 0.18244550074956836, 0.17574219614858555, 0.22327632290719104, 0.1948416082359642, 0.17940054621906376]"
3315,None/Other,1,"['Worker', 'Senior', 'Specialist', 'Junior', 'Senior', 'Specialist', 'Worker', 'Junior', 'Worker', 'Senior', 'Worker', 'Worker', 'Senior']","[0.2144744432675005, 0.20065724644490007, 0.22220435537381647, 0.20622364651677166, 0.19982312155478066, 0.21958371588048636, 0.19362366174338394, 0.17547472228376468, 0.1768549334655031, 0.19982312155478066, 0.1953646455753213, 0.1953646455753213, 0.2208003159763612]","[0.20742019678591186, 0.18224810844608683, 0.22531837085661985, 0.21676222901877584, 0.18818017665009706, 0.22282210239898662, 0.18800835431355864, 0.1604880796676609, 0.17942744594556936, 0.18818017665009706, 0.18390587070720565, 0.18390587070720565, 0.20624456316436837]","[0.22876062145709006, 0.19536165392737212, 0.2101126888802358, 0.18779502355582284, 0.19885251789593877, 0.19882116528809046, 0.19806816647031372, 0.16238060601196652, 0.1930182734742459, 0.19885251789593877, 0.2019149053987684, 0.2019149053987684, 0.19920188779353598]"
3316,Masters,1,"['Senior', 'Specialist', 'Junior', 'Senior', 'Junior', 'Senior', 'Senior']","[0.2103840184908075, 0.21319788373308987, 0.21826126183734954, 0.2178002227750952, 0.19620096451721183, 0.2182884594514011, 0.2169113382639321]","[0.20307279433656827, 0.21999883647985202, 0.21993631545043602, 0.21139265010447836, 0.18105263894120519, 0.21420718722737772, 0.18301197320677395]","[0.194551727344643, 0.21242063970435318, 0.20282609974423552, 0.2034531093042799, 0.17042692859500927, 0.20691419191116567, 0.17849697267256498]"
3317,Associates,4,"['Senior', 'Senior', 'Senior', 'Senior', 'Junior', 'Specialist', 'Junior', 'Specialist', 'Senior']","[0.2028713586509013, 0.2162362267425422, 0.20798834997857468, 0.22677346594153894, 0.21475146456997754, 0.2036472221430406, 0.21475146456997754, 0.20164744151460706, 0.23621400143906784]","[0.18353578201146561, 0.1946108459367335, 0.18717300478988236, 0.21945364397319903, 0.20642462776521975, 0.21039228692811465, 0.20642462776521975, 0.21974939529690823, 0.22685621659761665]","[0.18904458944676752, 0.19434560300773013, 0.18087014146945446, 0.19101129631846037, 0.17452090103127432, 0.2060473436411822, 0.17452090103127432, 0.18747121828762328, 0.19440834150139671]"
3318,Associates,5,['Senior'],[0.2079204668446235],[0.20274342922862396],[0.19215718211584668]
3319,Bachelors,0,"['Specialist', 'Specialist', 'Specialist', 'Senior', 'Senior']","[0.21772374821328916, 0.25129182310926507, 0.2183666595750771, 0.23277199373343554, 0.22430919743952193]","[0.2547613943821125, 0.2599633767001357, 0.23128322263100443, 0.22836713525272812, 0.2108145670534014]","[0.20345744169226954, 0.21144317355872383, 0.1954776615448581, 0.1913339791509623, 0.18465871898470276]"
3320,Bachelors,5,"['Senior', 'Senior', 'Specialist', 'Senior', 'Specialist']","[0.21945667932537044, 0.22261653854869376, 0.2170552636814319, 0.2280750957123653, 0.2311471716509548]","[0.20129565919104894, 0.21133653137059444, 0.24576693268850847, 0.21446165491646516, 0.2647344419549605]","[0.18250277530420314, 0.17901368712716306, 0.20411112871362516, 0.20043594345795954, 0.19215522003660065]"
3321,Masters,0,"['Specialist', 'Specialist', 'Specialist', 'Specialist']","[0.20348374947164818, 0.20348374947164818, 0.20348374947164818, 0.2170552636814319]","[0.2347038213809581, 0.2347038213809581, 0.2347038213809581, 0.24576693268850847]","[0.21497979099642855, 0.21497979099642855, 0.21497979099642855, 0.20411112871362516]"
3322,Doctorate,1,"['Senior', 'Specialist', 'Junior', 'Senior', 'Senior']","[0.20748091906648733, 0.23385204941292434, 0.2268427049070788, 0.22560897048629042, 0.22775803266613787]","[0.1976843762225793, 0.2576512674274867, 0.2302157822311058, 0.2240670097915656, 0.19803194939311508]","[0.2045084956681561, 0.19443451286206043, 0.1815420317269329, 0.18607896645786381, 0.17521919439665798]"
3323,Masters,26,"['Worker', 'Senior', 'Senior', 'Senior', 'Senior', 'Specialist', 'Senior', 'Specialist', 'Senior', 'Senior']","[0.18924912353929177, 0.19758251007629607, 0.24683171382445565, 0.22044883249885974, 0.1981132435715553, 0.22141647483430052, 0.20816559880969274, 0.21534141641626453, 0.20655468297210894, 0.2184074561534753]","[0.18660676451884786, 0.1614003402194632, 0.23349852073181113, 0.20217693665589984, 0.17023308230945436, 0.22402045198072665, 0.18666326488188073, 0.23870544151050846, 0.19308360835143196, 0.21560809382752855]","[0.2130975159885473, 0.16666062207845675, 0.20407941740501684, 0.19880640290995297, 0.16342411359477155, 0.18891235149074798, 0.18205211214470834, 0.1896511475884031, 0.18175539019391213, 0.19848381212592814]"
3324,Bachelors,3,"['Senior', 'Senior']","[0.23352588169792246, 0.2031536302473706]","[0.23118158085741242, 0.19283874949365837]","[0.21087508824785092, 0.1979596357236457]"
3325,Bachelors,5,"['Junior', 'Specialist', 'Junior', 'Specialist']","[0.2369856445966791, 0.22603552708878893, 0.22291254045373313, 0.17657808870931785]","[0.24504673760463938, 0.2429402153346467, 0.2182098753017435, 0.1806889662284585]","[0.19665688318479632, 0.20568558768415438, 0.18813433825960016, 0.1740364208904147]"
3326,Masters,0,"['Senior', 'Senior', 'Senior', 'Specialist', 'Specialist']","[0.20858272998342073, 0.24106323301648314, 0.21442478193241604, 0.2092045502008799, 0.21246170279509194]","[0.2020021022886886, 0.22780724238739342, 0.2123284428737132, 0.21325643923373178, 0.26129555666822235]","[0.19308556856157996, 0.1882754645081792, 0.18873772745956982, 0.19060117946443808, 0.19207078834369098]"
3327,Bachelors,0,"['Specialist', 'Specialist', 'Senior', 'Senior', 'Senior']","[0.22766836194961873, 0.22766836194961873, 0.216739881818031, 0.21926045130017408, 0.22008059682245712]","[0.2525590611893025, 0.2525590611893025, 0.1932004412689313, 0.19607079453943171, 0.1923407705903139]","[0.19466570639358982, 0.19466570639358982, 0.19524092397838796, 0.1992526732189503, 0.1762532260168755]"
3328,Bachelors,5,"['Specialist', 'Junior', 'Specialist', 'Junior', 'Junior']","[0.233756672395184, 0.2048289649184605, 0.21497437130908803, 0.21291408691863334, 0.1737322067099654]","[0.23854384578548024, 0.2064973156247569, 0.2568684733202103, 0.21084713073497116, 0.1693965242449212]","[0.20076896963699467, 0.17320521792513807, 0.1968924276072404, 0.17968375289696079, 0.1524057694542683]"
3329,Masters,0,"['Senior', 'Specialist', 'Specialist', 'Worker', 'Specialist', 'Specialist', 'Worker', 'Specialist', 'Specialist', 'Senior', 'Specialist', 'Senior']","[0.2102768555019928, 0.19384248519718522, 0.21789084641882156, 0.17716051756679332, 0.2085314355726469, 0.2085314355726469, 0.17716051756679332, 0.19384248519718522, 0.19384248519718522, 0.1875362807496375, 0.2161278243989665, 0.22482968506650072]","[0.20919711999911206, 0.21813117700960308, 0.24104120571932863, 0.19380662005702656, 0.27217399495465977, 0.27217399495465977, 0.19380662005702656, 0.21813117700960308, 0.21813117700960308, 0.17119015017519465, 0.2714731947065993, 0.2187780896101198]","[0.17483422956961692, 0.2141167530502522, 0.19770735464567313, 0.19784461233667877, 0.20836230726299645, 0.20836230726299645, 0.19784461233667877, 0.2141167530502522, 0.2141167530502522, 0.15763545060229583, 0.20014257342706365, 0.2005715230394913]"
3330,Bachelors,4,"['Specialist', 'Senior']","[0.1928095437181153, 0.0]","[0.19589030674859456, 0.0]","[0.1798349045068798, 0.0]"
3331,Masters,5,"['Senior', 'Senior', 'Specialist']","[0.22797703083919185, 0.22083475260941382, 0.21497437130908803]","[0.20310491617991838, 0.20551701823558677, 0.2568684733202103]","[0.18350870789208773, 0.20118981359989488, 0.1968924276072404]"
3332,Masters,2,"['Specialist', 'Senior', 'Specialist', 'Specialist', 'Senior', 'Specialist', 'Senior', 'Specialist', 'Senior', 'Senior', 'Senior']","[0.2247470392967495, 0.20112789908414191, 0.230044540117896, 0.230044540117896, 0.24220287613144756, 0.230044540117896, 0.22015967302818493, 0.230044540117896, 0.23306494652651777, 0.22558719789886364, 0.21956040648456665]","[0.24176127119335086, 0.1810535086545118, 0.23383044487245117, 0.23383044487245117, 0.23719499729252752, 0.23383044487245117, 0.2197738753155826, 0.23383044487245117, 0.20785418259331753, 0.20191147744332774, 0.20391548749962474]","[0.2047893699349547, 0.17371628676761555, 0.2019985038268379, 0.2019985038268379, 0.18745907586930627, 0.2019985038268379, 0.19892141622278414, 0.2019985038268379, 0.1839684504627723, 0.18232047749174654, 0.18735581062910353]"
3333,Masters,0,"['Specialist', 'Senior', 'Senior', 'Senior', 'Senior', 'Specialist', 'Specialist']","[0.2307194166679044, 0.21741497744341914, 0.21741497744341914, 0.21741497744341914, 0.21741497744341914, 0.2302814039065367, 0.2302814039065367]","[0.2361119325481104, 0.21377793302550205, 0.21377793302550205, 0.21377793302550205, 0.21377793302550205, 0.2459180284237531, 0.2459180284237531]","[0.20849837541001012, 0.19921551004567972, 0.19921551004567972, 0.19921551004567972, 0.19921551004567972, 0.19253199721706996, 0.19253199721706996]"
3334,Certificate,5,"['Senior', 'Worker', 'Specialist', 'Senior', 'Senior', 'Specialist', 'Senior', 'Junior', 'Senior', 'Senior']","[0.18128433886153855, 0.1974911432566518, 0.22516809488045714, 0.2119772449410686, 0.24949861737559734, 0.21954353696218276, 0.21630728469233784, 0.24521122046771457, 0.22035055137576573, 0.20733800764148966]","[0.1764926371228901, 0.1873562694478567, 0.22782950542143657, 0.19025409404096943, 0.23470902141137903, 0.24114436446465212, 0.2089389249890985, 0.22864872743095213, 0.1892941862542842, 0.20039096259188244]","[0.18072720428724723, 0.19869248642180512, 0.22487115730516702, 0.20221673293381576, 0.19518101530901918, 0.1893650666185693, 0.1846499260132631, 0.19233492751615283, 0.17806751688924163, 0.18849713664166995]"
3335,None/Other,6,"['Senior', 'Senior', 'Senior', 'Senior', 'Senior']","[0.21431606466396838, 0.23017913002827162, 0.22590197955512784, 0.22590197955512784, 0.23314862268111167]","[0.21075639372667454, 0.1990129774758063, 0.22148650303909967, 0.22148650303909967, 0.19900659731415796]","[0.1850658956135239, 0.17985091127122482, 0.18163257241310796, 0.18163257241310796, 0.17759069037481542]"
3336,Masters,0,"['Senior', 'Senior', 'Senior', 'Senior', 'Senior', 'Senior']","[0.22672471291845933, 0.19410234208596677, 0.19410234208596677, 0.20298745013252714, 0.24822143790436582, 0.22760164354081006]","[0.21531685682842003, 0.1825231694595143, 0.1825231694595143, 0.186626097712486, 0.21535861051960997, 0.20506464353586593]","[0.1962043804836008, 0.18584935563960653, 0.18584935563960653, 0.1881823812612291, 0.19998135039836556, 0.19893389872929518]"
3337,HighSchool,2,"['Specialist', 'Junior', 'Specialist', 'Senior', 'Specialist', 'Senior']","[0.20243075920370762, 0.20622364651677166, 0.21116106114036812, 0.1657115803666993, 0.19440178390751262, 0.2194577862636719]","[0.20287597992972745, 0.21676222901877584, 0.22872306661896585, 0.15231411053059496, 0.25093224518740603, 0.21117318310781752]","[0.19729701641508518, 0.18779502355582284, 0.19458315633733836, 0.15370545962050836, 0.19279892108547558, 0.19072733035800898]"
3338,Bachelors,4,"['Senior', 'Senior', 'Senior', 'Junior', 'Worker']","[0.23341371127001811, 0.20755640699153435, 0.2118590475276806, 0.21207536541569894, 0.181087927718586]","[0.2321327406367915, 0.20074244665356838, 0.20665144589374485, 0.20006936236335346, 0.178985990163863]","[0.1988799233663241, 0.19783789270171076, 0.20631469624164078, 0.2036235002211257, 0.1931947809302875]"
3339,Masters,11,"['Senior', 'Senior', 'Specialist', 'Specialist', 'Senior']","[0.21384715708647992, 0.17221809177213415, 0.21405857086234062, 0.22945864586962564, 0.22614693350618675]","[0.20376442357572053, 0.1657208071894774, 0.23078422416947336, 0.22955073798717907, 0.22533935843643005]","[0.19157153831753052, 0.15818599187243637, 0.22070047278248314, 0.17894590414854675, 0.1977993035765889]"
3340,Certificate,0,"['Specialist', 'Senior', 'Specialist', 'Worker', 'Senior', 'Senior', 'Senior', 'Senior', 'Senior', 'Senior', 'Specialist', 'Junior', 'Specialist', 'Specialist', 'Senior', 'Specialist', 'Specialist', 'Specialist']","[0.21266113871248168, 0.0, 0.23053158723106026, 0.16065655056597833, 0.2245496549897503, 0.23033263446885527, 0.2270867115182544, 0.23033263446885527, 0.23033263446885527, 0.23033263446885527, 0.2185676258259452, 0.2103059746192986, 0.21096198167696087, 0.19824548474378872, 0.22421322228083396, 0.2364895693839334, 0.20907770856331445, 0.21450351407420576]","[0.24267097000769935, 0.0, 0.2425484962537004, 0.16527845327877144, 0.19655446789806497, 0.22981211472733665, 0.2254804946002835, 0.22981211472733665, 0.22981211472733665, 0.22981211472733665, 0.24383047029548838, 0.2299171473190426, 0.22684825848979942, 0.2326548675371881, 0.19369552640650584, 0.23832095127465247, 0.2821544449591291, 0.24855768624034466]","[0.2148468654525365, 0.0, 0.211856986017492, 0.1854177258352633, 0.19084280662576283, 0.2019305527737391, 0.21549995268577357, 0.2019305527737391, 0.2019305527737391, 0.2019305527737391, 0.19745793470211886, 0.2108377336900762, 0.20058759078046517, 0.21788105135074667, 0.18467225487662, 0.19563443015994977, 0.18952209076868662, 0.19281566476372092]"
3341,Doctorate,0,"['Senior', 'Senior', 'Junior', 'Senior', 'Junior', 'Junior', 'Junior', 'Senior', 'Senior', 'Specialist', 'Specialist', 'Specialist', 'Specialist']","[0.22652374733230513, 0.2247849313231678, 0.21188287655860086, 0.21125180743218652, 0.24815231632731716, 0.24815231632731716, 0.24815231632731716, 0.2250263947231685, 0.22485344705673257, 0.22533569583677643, 0.20288946955028314, 0.1872579799280035, 0.21505917178474135]","[0.2167264736829131, 0.1938884036181216, 0.21828554501434302, 0.19635004191193622, 0.21077995780832273, 0.21077995780832273, 0.21077995780832273, 0.20605226055798975, 0.21222710518088278, 0.23450388921225365, 0.2218290129433966, 0.19704263126392843, 0.24258472928759853]","[0.17233708161188843, 0.1775538352670115, 0.19360991088753315, 0.1839217664002855, 0.18179271667336508, 0.18179271667336508, 0.18179271667336508, 0.1836234535988207, 0.18960459134493848, 0.18686367994166692, 0.18467373457466293, 0.18489915203509572, 0.1980439825160637]"
3342,Masters,0,"['Specialist', 'Specialist', 'Senior', 'Specialist', 'Senior', 'Specialist', 'Specialist', 'Senior', 'Specialist', 'Senior', 'Junior', 'Senior', 'Senior']","[0.20921354612232118, 0.19633820194604523, 0.21661937625079813, 0.20921354612232118, 0.23067850806604978, 0.2119111776841017, 0.20276397915379699, 0.22212788501325637, 0.23066767855478504, 0.23021186057724038, 0.19844794248121514, 0.20361099387458975, 0.2190614633439467]","[0.21150115266430336, 0.2207442632013828, 0.19504643662343535, 0.21150115266430336, 0.22011951307562466, 0.21218948148531716, 0.20987637268102938, 0.20703035174175974, 0.232745710315375, 0.20567091436649268, 0.19398784192319088, 0.190514867766323, 0.18841615545902857]","[0.19178912438152754, 0.19946582244887792, 0.2026535466040112, 0.19178912438152754, 0.17593032223272573, 0.18832433247891076, 0.20811239650673777, 0.17376250340732843, 0.2014777559734322, 0.18327450630596429, 0.17556294809704956, 0.1838143698972707, 0.17512075353755757]"
3343,Bachelors,1,"['Senior', 'Senior', 'Worker', 'Specialist']","[0.21933745593828133, 0.23108872016171356, 0.19738328249486456, 0.21646089795575274]","[0.199917602887761, 0.21123472486616596, 0.19789760143870289, 0.2577256213530378]","[0.1844711160007102, 0.1987431855722093, 0.21125967453719502, 0.2089723672152735]"
3344,Bachelors,0,"['Junior', 'Junior', 'Senior', 'Senior']","[0.19302440610164712, 0.19302440610164712, 0.20649374531592896, 0.18531163178899884]","[0.18159554125865449, 0.18159554125865449, 0.20254845775168306, 0.17391629163712266]","[0.1764942977600372, 0.1764942977600372, 0.1840884913727091, 0.16786554939690318]"
